Russula / amoena,Russulaceae,Russulales,Incertae sedis,Agaricomycetes,Agaricomycotina,Basidiomycota,,
Russula / anthracina,,,,,,,,
Russula / aurata,,,,,,,,
Russula / cavipes,,,,,,,,
Russula / cyanoxantha,Russulaceae,Russulales,Incertae sedis,Agaricomycetes,Agaricomycotina,Basiodiomycota,,
Russula / delica,Russulaceae,Russulales,Incertae sedis,Agaricomycetes,Agaricomycotina,Basiodiomycota,,
Russula / flava,Russulaceae,Russulales,Incertae sedis,Agaricomycetes,Agaricomycotina,Basiodiomycota,,
Russula / foetens,Russulaceae,Russulales,Incertae sedis,Agaricomycetes,Agaricomycotina,Basiodiomycota,,
Russula / heterophylla,Russulaceae,Russulales,Incertae sedis,Agaricomycetes,Agaricomycotina,Basiodiomycota,,
Russula / illota,,,,,,,,
Russula / lepida,Russulaceae,Russulales,Incertae sedis,Agaricomycetes,Agaricomycotina,Basiodiomycota,,
Russula / lutea,,,,,,,,
Russula / nigricans,,,,,,,,
Russula / ochroleuca,,,,,,,,
Russula / romellii,Russulaceae,Russulales,Incertae sedis,Agaricomycetes,Agaricomycotina,Basidiomycota,,
Russula / sp.,Russulaceae,Russulales,Incertae sedis,Agaricomycetes,Agaricomycotina,Basidiomycota,,
Russula / violeipes,Russulaceae,Russulales,Incertae sedis,Agaricomycetes,Agaricomycotina,Basidiomycota,,
Russula / virescens,Russulaceae,Russulales,Incertae sedis,Agaricomycetes,Agaricomycotina,Basidiomycota,,
Sarcoscypha / coccinea,Sarcoscyphaceae,Pezizales,Pezizomycetidae,Pezizomycetes,Pezizomycotina,Ascomycota,,
Schizophyllum / commune,Schizophyllaceae,Agaricales,Agaricomycetidae,Agaricomycetes,Agaricomycotina,Basidiomycota,,
Schizopora / paradoxa,Schizoporaceae,Hymenochaetales,Incertae sedis,Agaricomycetes,Agaricomycotina,Basidiomycota,,
Scleroderma / aurantium,Sclerodermataceae,Boletales,Agaricomycetidae,Agaricomycetes,Agaricomycotina,Basidiomycota,,
Scleroderma / citrinum,,,,,,,,
Scleroderma / verrucosum,Sclerodermataceae,Boletales,Agaricomycetidae,Agaricomycetes,Agaricomycotina,Basiodiomycota,,
Scutellinia / scutellata,Pyronemataceae,Pezizales,Pezizomycetidae,Pezizomycetes,Pezizomycotina,Ascomycota,,
Scutellinia / umbrarum,Pyronemataceae,Pezizales,Pezizomycetidae,Pezizomycetes,Pezizomycotina,Ascomycota,,
Stemonitis / axifera,,,,,,,,
Stemonitis / fusca,,,,,,,,
Stemonitis / herbatica,,,,,,,,
Stereum / gausaptum,Stereaceae,Russulales,Incertae sedis,Agaricomycetes,Agaricomycotina,Basidiomycota,,
Stereum / hirsutum,Stereaceae,Russulales,Incertae sedis,Agaricomycetes,Agaricomycotina,Basidiomycota,,
Stereum / subtomentosum,Stereaceae,Russulales,Incertae sedis,Agaricomycetes,Agaricomycotina,Basidiomycota,,
Strobilomyces / floccopus,Boletaceae,Boletales,Agaricomycetidae,Agaricomycetes,Agaricomycotina,Basidiomycota,,
Strobilurus / stephanocystis,,,,,,,,
Stropharia / aeruginosa,Strophariaceae,Agaricales,Agaricomycetidae,Agaricomycetes,Agaricomycotina,Basidiomycota,,
Stropharia / cerulea,,,,,,,,
Stropharia / squamosa,,,,,,,,
Suillus / aeruginascens,,,,,,,,
Suillus / granulatus,Suillaceae,Boletales,Agaricomycetidae,Agaricomycetes,Agaricomycotina,Basidiomycota,,
Suillus / luteus,,,,,,,,
Suilus / granulatus,,,,,,,,
Trametes / gibbosa,Polyporaceae,Polyporales,Incertae sedis,Agaricomycetes,Agaricomycotina,Basidiomycota,,
Trametes / hirsuta,Polyporaceae,Polyporales,Incertae sedis,Agaricomycetes,Agaricomycotina,Basidiomycota,,
Trametes / versicolor,Polyporaceae,Polyporales,Incertae sedis,Agaricomycetes,Agaricomycotina,Basidiomycota,,
Tremella / mesenterica,Tremellaceae,Tremellales,Incertae sedis,Tremellomycetes,Agaricomycotina,Basidiomycota,,
Tremella / sp.,,,,,,,,
Trichia / botrytis,,,,,,,,
Trichia / sp.,,,,,,,,
Tricholoma / atrosquamosum,,,,,,,,
Tricholoma / portentosum,Tricholomataceae,Agaricales,Agaricomycetidae,Agaricomycetes,Agaricomycotina,Basiodiomycota,,
Tricholoma / sejunctum,Tricholomataceae,Agaricales,Agaricomycetidae,Agaricomycetes,Agaricomycotina,Basiodiomycota,,
Tricholoma / sp.,,,,,,,,
Tricholoma / sulphureum,Tricholomataceae,Agaricales,Agaricomycetidae,Agaricomycetes,Agaricomycotina,Basiodiomycota,,
Tricholomopsis / decora,,,,,,,,
Tricholomopsis / platyphylla,Tricholomataceae,Agaricales,Agaricomycetidae,Agaricomycetes,Agaricomycotina,Basidiomycota,,
Tubifera / ferruginosa,,,,,,,,
Tulostoma / brumale,,,,,,,,
Ustulina / deusta,Xylariaceae,Xylariales,Xylariomycetidae,Sordariomycetes,Pezizomycotina,Ascomycota,,
Verpa / bohemica,,,,,,,,
Verpa / digitaliformis,Morchellaceae,Pezizales,Pezizomycetidae,Pezizomycetes,Pezizomycotina,Ascomycota,,
Volvariella / bombycina,Pluteaceae,Agaricales,Agaricomycetidae,Agaricomycetes,Agaricomycotina,Basidiomycota,,
Volvariella / speciosa,,,,,,,,
Xerocomus / armeniacus,Boletaceae,Boletales,Agaricomycetidae,Agaricomycetes,Agaricomycotina,Basidiomycota,,
Xerocomus / badius,Boletaceae,Boletales,Agaricomycetidae,Agaricomycetes,Agaricomycotina,Basidiomycota,,
Xerocomus / chrysenteron,Boletaceae,Boletales,Agaricomycetidae,Agaricomycetes,Agaricomycotina,Basidiomycota,,
Xerocomus / porosporus,,,,,,,,
Xerocomus / rubellus,,,,,,,,
Xerocomus / spadiceus,Boletaceae,Boletales,Agaricomycetidae,Agaricomycetes,Agaricomycotina,Basidiomycota,,
Xerocomus / subtomentosus,Boletaceae,Boletales,Agaricomycetidae,Agaricomycetes,Agaricomycotina,Basidiomycota,,
Xylaria / carpophila,Xylariaceae,Xylariales,Xylariomycetidae,Sordariomycetes,Pezizomycotina,Ascomycota,,
Xylaria / carpophylla,,,,,,,,
Xylaria / hypoxylon,Xylariaceae,Xylariales,Xylariomycetidae,Sordariomycetes,Pezizomycotina,Ascomycota,,
Xylaria / longipes,Xylariaceae,Xylariales,Xylariomycetidae,Sordariomycetes,Pezizomycotina,Ascomycota,,
Xylaria / polymorpha,Xylariaceae,Xylariales,Xylariomycetidae,Sordariomycetes,Pezizomycotina,Ascomycota,,
